# agent 正样本（Olas + ERC8004活跃 + x402）
# 由 FetchOrchestrator 汇总，2026-09-12 19:27
address,source,note
0x1b04eedcdfe4f9dee112abae519b521c5a891ba6,olas_base,serviceId=1
0xef5b17d62671ef9682be66d5b81c2001b3c71fac,olas_base,serviceId=2
0xa13dfc6ddcff0b5b637e721ee83d6cf7e0676e73,olas_base,serviceId=3
0xac55eeb3fdacfdfae78c62caa58934900ad54ed2,olas_base,serviceId=4
0x2c645bf7c5016369dec8c59a447f07b69067e686,olas_base,serviceId=5
0x4f7266c5dded71382c50688932c1abc4601bc476,olas_base,serviceId=6
0xd0dd0b6120a019c4b90a37a40e3d08a29c097b00,olas_base,serviceId=7
0x12bdc549b024ae13275d53907f6bffc20d4d3950,olas_base,serviceId=8
0xc8fc73a58966614bf1df91cae1ce795dc8df13f2,olas_base,serviceId=9
0x3a7c9de4bd6b63bceb69640fafc887d8a9fb80ba,olas_base,serviceId=10
0x03d699413b1c53d93b5cae0f013c8003bf8b3954,olas_base,serviceId=11
0x7d18ee9c368322e503b33556a724daa562c93a68,olas_base,serviceId=12
0xb1b7dca2669290c2bbf6709756f0a2e1235fcbfc,olas_base,serviceId=13
0xc35e36183723fa12dec494b4cf6f5fea3fa094d5,olas_base,serviceId=14
0x4e4117f34a80f5c52d4480e5559a691cda442092,olas_base,serviceId=15
0x3316b59a6c4c3ee2920eece0b02a6d40aaa6b9c9,olas_base,serviceId=16
0x371974ed5bf6e56d918b4345ce35dc30c9ae1ffb,olas_base,serviceId=17
0x09b0d034f6cda0d8a57b650a00396296cb1c87c5,olas_base,serviceId=18
0xeb5ec50dc819a6bed61e9a9bdb4f0eb603581ce3,olas_base,serviceId=19
0x9afebeabfbd67192717423fd8703230ec08fd0b7,olas_base,serviceId=20
0x729a9db7813b5187fdfd7166e1b310e28acef688,olas_base,serviceId=21
0x9a5b92fd4c9bf78a315b6bd9f29c45de7804f991,olas_base,serviceId=22
0x73dff3714544a1a857772a34a6e5e8097c3316eb,olas_base,serviceId=23
0x61ddae7515828de9a5b04b4032043cc97920ad03,olas_base,serviceId=24
0x67c7235473c54c21814002ad2dfc69861aff024f,olas_base,serviceId=25
0x8ff588876de4dda80fc783dd9e1a8c176eda4629,olas_base,serviceId=26
0xe5e314787a3c9c7ededf2b9da07fdc626238b623,olas_base,serviceId=27
0x13edbeb61b50d2d35bba8f14f37e2fdd4054e81a,olas_base,serviceId=28
0x816feeb5a5cc88b5dc5151752b8530cf0584fc2b,olas_base,serviceId=29
0x07fcc6a71c78ea33ad67b835b4d796db7a393fe2,olas_base,serviceId=30
0xd9a3cc88b56eb57dd971a4b30359ab28d6966942,olas_base,serviceId=32
0x2dce981c151936ef43dfa0da9dadf4a84885a07a,olas_base,serviceId=33
0x934b4b32943b47327707e5c41c51490e480ee160,olas_base,serviceId=34
0xe55a9e5b5b0915c0f541ecf55c9f5f07ed1fde40,olas_base,serviceId=35
0x3e1c03cd449231c0816223b8ebe99080d65beff2,olas_base,serviceId=36
0x47ac6cd1d7303c5358f0c2a0404cb54b619fe69f,olas_base,serviceId=37
0x565ca922e64bd46196442c011cbf14120f701079,olas_base,serviceId=38
0xc48d561aefa93185058c48d1d58b8e702c11d567,olas_base,serviceId=39
0x0677be89e8943e8a859eafa4a2f14ed75c269522,olas_base,serviceId=40
0x11fb678d7d8fe90614f82bde2ef34ab1b1e32490,olas_base,serviceId=41
0xbcec74fd54d1a085838359a27fa36893299af371,olas_base,serviceId=42
0xde3cd4a309fd9a7626bfd3e253c62a7f1985f259,olas_base,serviceId=43
0x6f04bb894c750d12b8e7c1d1876d0d037d70214d,olas_base,serviceId=44
0xb39a56dbdd4c55b3ebc56a18bdf67215eef48079,olas_base,serviceId=45
0x0dbf22b6e8146e8475b667e0f6f7ef5e1a26c466,olas_base,serviceId=46
0x80b2c5302203755dbfa43b648a0734240dd3f9ab,olas_base,serviceId=47
0x9b92e24b64bec1d84f005cfac27b4ec952ff4364,olas_base,serviceId=48
0x666bdaf6135554198645b18d87e55f60f3d644f8,olas_base,serviceId=49
0x30076db9b2eabb65ed6cac329b3d9069d83540e5,olas_base,serviceId=50
0x55a00b9169c73570a3d4eab8f4470c591b063675,olas_base,serviceId=51
0xdfa75824b4fd70cb018c8e94f84b4ddeea558310,olas_base,serviceId=52
0xb98fedc1fdf84eb73a4b1f8bcac799533fa817dd,olas_base,serviceId=54
0x639a0e434fe59fed72092fa4e86b5beaee1207cb,olas_base,serviceId=55
0xb76fcadce1d4b23484ce678565bbe78de9d2c851,olas_base,serviceId=56
0x9dc804f62b48228102a9032e3336c683d113c74f,olas_base,serviceId=57
0x49514ec362c0dc76b14ba7e038d789d15a5f4ac2,olas_base,serviceId=58
0x13fa4b947877c4b67b91aecddcf10d6e24b33ee1,olas_base,serviceId=59
0x7233adaac9fb320615b856bf6dceb132316d147a,olas_base,serviceId=60
0x7da4982fa304ffd8893c6fb0fc60992a7ceb87da,olas_base,serviceId=61
0x22563f204a4bc8c0285b2af011dce13509a4260f,olas_base,serviceId=62
0x6a3b446dfe543bf7ca88f6ec5a979b2b0c5e8430,olas_base,serviceId=63
0xe494b046bc5606e8e9400cde6cc92b55514f5acc,olas_base,serviceId=64
0x4deb97bf6bcb8362bf1144d53fa97772ffdf25d4,olas_base,serviceId=65
0x4c169251dac381d1d3f20cfa0c706887e3224a77,olas_base,serviceId=66
0x62033e40382fd018350142996ed2a186484ca4ec,olas_base,serviceId=67
0x265d897c0b6b674aebb4ce8c5ecba46f57349474,olas_base,serviceId=68
0x5931f47bb4e2376df7fb4a24a9141ee52737ce91,olas_base,serviceId=69
0xe77bff67100e9838c5ef46ba485d0352a5248e57,olas_base,serviceId=70
0xd7e2d0f29c28b55165f533554eb6bc00e1ba2b81,olas_base,serviceId=71
0x1558b65550a0cec450450b0f1f76c149e11db808,olas_base,serviceId=72
